mh_level,scope_id,dataset_name,dataset_granularity,scope_kind,scope_market,detector_combination,test_case_name,precision,recall,f1,true_negative_rate,false_positive_rate,false_negative_rate,g_mean,tp,fp,fn,tn,positive_count,negative_count,predicted_positive_count
mh10,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=5) -> IF,new_prices,0.1922983773310729,0.9407582938388626,0.3193243514980897,0.5614150447133088,0.4385849552866912,0.05924170616113744,0.7267433244275183,794.0,3335.0,50.0,4269.0,844.0,7604.0,4129.0
mh15,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=5) -> IF,new_prices,0.2632441288913162,0.9450980392156862,0.4117898334045279,0.7063561166739225,0.2936438833260775,0.054901960784313725,0.8170531077332309,482.0,1349.0,28.0,3245.0,510.0,4594.0,1831.0
mh20,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=5) -> IF,new_prices,0.2981199641897941,0.943342776203966,0.4530612244897959,0.7536914860194784,0.24630851398052153,0.056657223796033995,0.843201884973526,333.0,784.0,20.0,2399.0,353.0,3183.0,1117.0
mh25,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=5) -> IF,new_prices,0.3166023166023166,0.935361216730038,0.47307692307692306,0.7762326169405815,0.22376738305941846,0.06463878326996197,0.8520903033406048,246.0,531.0,17.0,1842.0,263.0,2373.0,777.0
mh30,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=5) -> IF,new_prices,0.3301707779886148,0.9405405405405406,0.48876404494382025,0.787987987987988,0.212012012012012,0.05945945945945946,0.8608917749413542,174.0,353.0,11.0,1312.0,185.0,1665.0,527.0
mh5,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=5) -> IF,new_prices,0.33507327845814094,0.8944265809217578,0.48751277931941,0.8028101929030722,0.19718980709692785,0.10557341907824223,0.8473811279273522,1669.0,3312.0,197.0,13484.0,1866.0,16796.0,4981.0
mh10,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> IF,new_products,0.17434850252819914,0.8746341463414634,0.29074104102480947,0.5399577396109877,0.4600422603890123,0.12536585365853659,0.687215742431096,1793.0,8491.0,257.0,9966.0,2050.0,18457.0,10284.0
mh15,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> IF,new_products,0.1622442095794918,0.8852760736196319,0.274230330672748,0.4923003543199782,0.5076996456800218,0.1147239263803681,0.6601679518985634,1443.0,7451.0,187.0,7225.0,1630.0,14676.0,8894.0
mh20,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> IF,new_products,0.2524641577060932,0.8669230769230769,0.3910478834142957,0.7149081589064502,0.2850918410935498,0.13307692307692306,0.7872549655839536,1127.0,3337.0,173.0,8368.0,1300.0,11705.0,4464.0
mh25,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> IF,new_products,0.31871241598868055,0.85,0.4635966040648315,0.7981343674667226,0.20186563253327744,0.15,0.8236590388909201,901.0,1926.0,159.0,7615.0,1060.0,9541.0,2827.0
